38,15,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,total: 60,accuracy: 0.6333333333333333
0,699,5,0,7,1,0,0,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,total: 720,accuracy: 0.9708333333333333
0,26,663,16,2,21,0,0,0,0,0,0,6,3,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,1,0,2,0,0,total: 750,accuracy: 0.884
0,3,0,404,0,28,0,0,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,2,0,0,1,0,0,0,0,total: 450,accuracy: 0.8977777777777778
0,18,6,1,604,21,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,total: 660,accuracy: 0.9151515151515152
0,22,21,28,1,525,0,2,1,2,9,0,0,5,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,total: 630,accuracy: 0.8333333333333334
0,0,0,0,0,0,93,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,8,4,33,total: 150,accuracy: 0.62
1,5,7,3,2,19,0,341,45,1,8,0,2,0,1,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,2,total: 450,accuracy: 0.7577777777777778
0,5,5,6,17,9,0,3,381,0,1,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,1,1,0,0,0,0,0,1,0,total: 450,accuracy: 0.8466666666666667
0,0,0,14,0,3,0,0,0,449,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,total: 480,accuracy: 0.9354166666666667
0,1,0,3,0,8,0,1,0,11,626,1,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,total: 660,accuracy: 0.9484848484848485
0,0,0,0,0,0,0,0,0,0,0,393,1,0,0,0,0,0,1,0,0,2,0,7,0,2,0,3,0,1,5,0,0,3,1,0,0,0,1,0,0,0,0,total: 420,accuracy: 0.9357142857142857
0,0,0,0,0,0,0,0,0,0,0,5,677,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,total: 690,accuracy: 0.981159420289855
0,0,0,0,0,1,0,0,0,0,0,0,1,711,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,total: 720,accuracy: 0.9875
