48,2,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,total: 60,accuracy: 0.8
2,687,4,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,total: 720,accuracy: 0.9541666666666667
0,5,721,14,4,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,total: 750,accuracy: 0.9613333333333334
0,0,6,427,0,5,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,total: 450,accuracy: 0.9488888888888889
0,1,1,1,629,11,5,3,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,total: 660,accuracy: 0.953030303030303
0,2,14,14,26,561,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,total: 630,accuracy: 0.8904761904761904
0,0,0,0,2,1,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,1,0,0,total: 150,accuracy: 0.8666666666666667
0,0,0,31,5,10,0,382,19,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,total: 450,accuracy: 0.8488888888888889
0,1,0,23,4,3,0,1,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,total: 450,accuracy: 0.9222222222222223
0,0,0,13,0,0,0,0,0,462,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,total: 480,accuracy: 0.9625
0,0,0,3,0,5,0,2,10,1,629,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,total: 660,accuracy: 0.953030303030303
0,0,0,1,0,0,1,0,0,0,0,389,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,total: 420,accuracy: 0.9261904761904762
0,0,0,1,0,0,0,2,1,2,1,3,655,11,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,5,0,0,total: 690,accuracy: 0.9492753623188406
0,0,1,0,0,0,0,0,0,0,0,0,1,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,total: 720,accuracy: 0.9902777777777778
0,0,0,0,0,0,0,0,0,1,0,0,0,0,263,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,total: 270,accuracy: 0.9740740740740741
0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,total: 210,accuracy: 0.9666666666666667
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,total: 150,accuracy: 0.98
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,total: 360,accuracy: 0.9972222222222222
0,10,11,1,4,2,0,0,0,0,1,4,1,0,0,0,0,0,331,1,1,0,0,0,1,4,3,1,2,0,2,4,0,0,0,0,4,0,0,1,0,1,0,total: 390,accuracy: 0.8487179487179487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,total: 60,accuracy: 1.0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,67,0,0,10,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,0,total: 90,accuracy: 0.7444444444444445
0,3,1,0,2,2,0,0,0,0,0,4,6,0,0,0,0,0,0,4,0,52,0,0,0,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,total: 90,accuracy: 0.5777777777777777
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,116,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,total: 120,accuracy: 0.9666666666666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,145,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,total: 150,accuracy: 0.9666666666666667
0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,5,1,0,0,0,5,55,2,1,7,0,5,0,0,0,1,0,0,1,0,0,2,0,0,0,total: 90,accuracy: 0.6111111111111112
0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,7,0,0,5,0,1,4,0,0,3,0,0,0,0,0,0,total: 480,accuracy: 0.9375
0,0,0,0,1,0,1,0,3,0,0,7,0,9,0,0,0,0,3,0,0,0,0,0,0,5,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,total: 180,accuracy: 0.8388888888888889
0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,total: 60,accuracy: 0.5166666666666667
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,133,0,11,0,0,0,0,0,0,0,0,0,0,0,0,total: 150,accuracy: 0.8866666666666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,81,0,0,0,0,0,0,0,0,0,0,0,0,0,total: 90,accuracy: 0.9
0,1,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,1,1,1,2,16,0,2,1,0,6,0,104,0,1,0,0,0,1,0,1,0,1,0,0,total: 150,accuracy: 0.6933333333333334
0,2,2,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,1,254,0,0,0,0,0,0,0,1,0,0,0,total: 270,accuracy: 0.9407407407407408
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,total: 60,accuracy: 1.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,1,2,0,0,7,0,0,0,total: 210,accuracy: 0.9523809523809523
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1,0,0,0,0,0,0,0,total: 120,accuracy: 0.9833333333333333
0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,381,1,1,0,0,0,0,0,total: 390,accuracy: 0.9769230769230769
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,total: 120,accuracy: 1.0
